"activity_label" "subject" "tbodyacc_mean_x" "tbodyacc_mean_y" "tbodyacc_mean_z" "tbodyacc_std_x" "tbodyacc_std_y" "tbodyacc_std_z" "tgravityacc_mean_x" "tgravityacc_mean_y" "tgravityacc_mean_z" "tgravityacc_std_x" "tgravityacc_std_y" "tgravityacc_std_z" "tbodyaccjerk_mean_x" "tbodyaccjerk_mean_y" "tbodyaccjerk_mean_z" "tbodyaccjerk_std_x" "tbodyaccjerk_std_y" "tbodyaccjerk_std_z" "tbodygyro_mean_x" "tbodygyro_mean_y" "tbodygyro_mean_z" "tbodygyro_std_x" "tbodygyro_std_y" "tbodygyro_std_z" "tbodygyrojerk_mean_x" "tbodygyrojerk_mean_y" "tbodygyrojerk_mean_z" "tbodygyrojerk_std_x" "tbodygyrojerk_std_y" "tbodygyrojerk_std_z" "tbodyaccmag_mean" "tbodyaccmag_std" "tgravityaccmag_mean" "tgravityaccmag_std" "tbodyaccjerkmag_mean" "tbodyaccjerkmag_std" "tbodygyromag_mean" "tbodygyromag_std" "tbodygyrojerkmag_mean" "tbodygyrojerkmag_std" "fbodyacc_mean_x" "fbodyacc_mean_y" "fbodyacc_mean_z" "fbodyacc_std_x" "fbodyacc_std_y" "fbodyacc_std_z" "fbodyaccjerk_mean_x" "fbodyaccjerk_mean_y" "fbodyaccjerk_mean_z" "fbodyaccjerk_std_x" "fbodyaccjerk_std_y" "fbodyaccjerk_std_z" "fbodygyro_mean_x" "fbodygyro_mean_y" "fbodygyro_mean_z" "fbodygyro_std_x" "fbodygyro_std_y" "fbodygyro_std_z" "fbodyaccmag_mean" "fbodyaccmag_std" "fbodybodyaccjerkmag_mean" "fbodybodyaccjerkmag_std" "fbodybodygyromag_mean" "fbodybodygyromag_std" "fbodybodygyrojerkmag_mean" "fbodybodygyrojerkmag_std"
"SITTING" 16 0.278796546748634 -0.0166304179738525 -0.108486013374317 -0.941782121759563 -0.899864656120219 -0.918679202076503 0.689957219666667 0.0812437612194153 0.126968559706568 -0.99324018442623 -0.985497973907104 -0.979506790737705 0.0757683459797814 0.00619473662202186 0.00474631336153825 -0.941188924423497 -0.924124330112295 -0.954058328551913 -0.0228463743806011 -0.0769482316322951 0.0804850573109016 -0.943337032131148 -0.936803654387978 -0.930166594781421 -0.097317449831694 -0.038130786784153 -0.0563821795387978 -0.947473455901639 -0.962774395273224 -0.951847605458743 -0.921028955385246 -0.927608479636612 -0.921028955385246 -0.927608479636612 -0.938531497571038 -0.935202050191257 -0.92219349473224 -0.926824404409836 -0.957415267322404 -0.959881094426229 -0.941867514912568 -0.909024380828142 -0.932497995530055 -0.942028263560109 -0.901129609778415 -0.917238440584699 -0.943213461338798 -0.927831775580601 -0.949648677081967 -0.944418179669399 -0.925381550259563 -0.957150275 -0.935382840478142 -0.944037474303279 -0.930968584075055 -0.946296472622951 -0.933535308635519 -0.936677687786885 -0.927826716770492 -0.938277944961749 -0.934118668465574 -0.936157759772951 -0.937375396804645 -0.932698158278689 -0.960382252923497 -0.961909256393443
"SITTING" 17 0.279537979660377 -0.0169945395467925 -0.107734126700755 -0.936021301944151 -0.901857091842642 -0.9232598658 0.637679158581132 0.0960706589924528 0.159704198543321 -0.992401927471698 -0.984801385245283 -0.976740394716981 0.0774189197622642 0.0153871737678302 -0.00881827469056226 -0.93656306649434 -0.924277787080755 -0.955231233169811 -0.025525281695434 -0.0803854718041509 0.0861674570203774 -0.941055598075472 -0.936218281150943 -0.93085096974717 -0.0950099707030189 -0.0371633802633962 -0.053315333214717 -0.949008771807547 -0.960871717792453 -0.948999369197736 -0.91891310749434 -0.922380125098113 -0.91891310749434 -0.922380125098113 -0.936658103722641 -0.933369875535849 -0.919471609041509 -0.923343253993207 -0.956185634298113 -0.958650796611321 -0.939008700279245 -0.909267304158491 -0.935627525683019 -0.935213874083396 -0.903804703807547 -0.9225003146 -0.940958028343396 -0.928328667037736 -0.950256333157736 -0.937707579913585 -0.925129246173585 -0.958826836520755 -0.931506238698113 -0.94276560045283 -0.927092491543019 -0.944451042441509 -0.933480136901887 -0.938618828377358 -0.9236989912 -0.933236716863774 -0.932507361441509 -0.934082810988679 -0.934975282622642 -0.929365221264151 -0.959082344966038 -0.960884760554717
"STANDING" 17 0.280095046213592 -0.0163395034834951 -0.111024006902913 -0.920481906019417 -0.87944144392233 -0.897501030126214 0.695627784757282 0.0574975488349515 0.120377803981553 -0.992370153300971 -0.983343817864078 -0.975299461941748 0.0542473479970874 0.0175350891374757 0.000603879881038836 -0.920448394961165 -0.906455443203883 -0.940705836650485 -0.0428165053708738 -0.0642155157961165 0.0913221593543689 -0.916879462038835 -0.922095557009709 -0.91234720331068 -0.098257643 -0.0431480299699029 -0.0645362232213592 -0.933693886339806 -0.951576221543689 -0.942377689747573 -0.897041854708738 -0.904980061533981 -0.897041854708738 -0.904980061533981 -0.920050871941748 -0.914823428058252 -0.895713508753398 -0.899671455067961 -0.946200693446602 -0.948969538912621 -0.921055192038835 -0.88939797468932 -0.914809542087379 -0.92079456892233 -0.881740770528155 -0.896030460469903 -0.925193628349515 -0.912644471685437 -0.936615918135922 -0.922713146757282 -0.906153222135922 -0.943517875126214 -0.90782220161068 -0.930405034466019 -0.913355375466019 -0.920577764485437 -0.918289307184466 -0.920649576019417 -0.906568217178641 -0.918723088349515 -0.913223386019417 -0.916725002854369 -0.918652427436893 -0.905271303611651 -0.950107017 -0.950980896213592
"STANDING" 19 0.280872069333333 -0.0162577112183556 -0.110411574501389 -0.880912809416667 -0.832328116354167 -0.860750708447222 0.607017565158333 0.0685367311150444 0.123061383632778 -0.989984894527778 -0.979617679666667 -0.966578894361111 0.073765378575 0.0134412840611389 0.00189544401641944 -0.884219075733333 -0.866066598017778 -0.91725975785 -0.0277083435544444 -0.0735331263547222 0.0849029465270833 -0.901488958277778 -0.891141077666667 -0.877359666463889 -0.0997221198475 -0.0408916487481944 -0.0523577074590278 -0.908969211027778 -0.928702045347222 -0.915380788811111 -0.852785069992778 -0.865649942841389 -0.852785069992778 -0.865649942841389 -0.884156538736111 -0.878164297509722 -0.863077326645 -0.880959506680556 -0.921713652352778 -0.924833373769444 -0.886521939293417 -0.841738667006667 -0.883077561175 -0.879216504402778 -0.837836837670139 -0.859835851241667 -0.890625409555556 -0.871935957613056 -0.910075261569444 -0.8880912888175 -0.869174113286111 -0.923201696199444 -0.885239155613889 -0.898774001808333 -0.8765598984825 -0.907292471611111 -0.888189679519444 -0.88923592685 -0.864973418450556 -0.886871592705556 -0.8765864549875 -0.880496666028611 -0.895828379172222 -0.892232675316667 -0.926065683097222 -0.928682540805556
"STANDING" 21 0.282766774215686 -0.0165452774711275 -0.109363439328676 -0.840074155578186 -0.770806373434559 -0.811422432077696 0.592776869558824 0.0834622247583579 0.127720030534191 -0.985969830073529 -0.974374823137255 -0.962777322843137 0.0782944932522059 0.0127758292087377 -0.00779324285434559 -0.841952784696814 -0.8226978825 -0.889226880980392 -0.0390883804034559 -0.0706494084518137 0.0921854812977941 -0.863789069901961 -0.849594561978676 -0.837393636982843 -0.0944589752438725 -0.0418539683205882 -0.0523059165007353 -0.87768014885049 -0.904101801321078 -0.889380159656863 -0.801615665222059 -0.821624611554108 -0.801615665222059 -0.821624611554108 -0.844282321060784 -0.833462235034314 -0.815164250673284 -0.834846587452206 -0.89468399722549 -0.900128871845588 -0.844326025735294 -0.789359514484559 -0.841055993607843 -0.839208498318627 -0.77616495868652 -0.810794614894608 -0.85097091835049 -0.833320546716912 -0.879942067987745 -0.847038095315931 -0.823435603566422 -0.897328946754902 -0.846172847293137 -0.864206377908578 -0.838778071294118 -0.870529586727941 -0.84339111214951 -0.852420554386765 -0.82155749786348 -0.849528514610294 -0.832185716491029 -0.835790006433578 -0.855726762890686 -0.850900993946078 -0.902583553544118 -0.904333653475245
"STANDING" 22 0.28557159741433 -0.0166413942051713 -0.111069110868224 -0.768267188771651 -0.674900046405608 -0.742182693532087 0.544332344367601 0.0680778711912773 0.179500870566044 -0.977867399470405 -0.967955293084112 -0.955563027538941 0.0776398291278193 0.000251804368598131 0.00144410121789408 -0.773352716629284 -0.739273982172274 -0.845392455155763 -0.0314400152399688 -0.0723952517971963 0.0795091594370717 -0.813262363613707 -0.795794946750467 -0.770542995221184 -0.0994752888193146 -0.0316899824239875 -0.056802096698785 -0.822381522968847 -0.859603238457944 -0.832319636937695 -0.719583675787371 -0.742243066167913 -0.719583675787371 -0.742243066167913 -0.777071795049533 -0.755701057251838 -0.739129724782212 -0.769504566735203 -0.845783835330218 -0.851215467115265 -0.772543535524611 -0.695427253247352 -0.778956701694704 -0.767638504403801 -0.685419083026168 -0.743607210678224 -0.785475361122087 -0.753768836802492 -0.832730658573209 -0.781502070507757 -0.741533685527726 -0.856793104239875 -0.78337595311433 -0.807322461738318 -0.76671189123053 -0.824018526875389 -0.79247580205296 -0.794151525065421 -0.738152500072274 -0.785137653140187 -0.755414241564984 -0.757422702929283 -0.795030440665109 -0.794381473317757 -0.853976237090343 -0.858715365906542
"STANDING" 23 0.28977224844086 -0.0163666213916371 -0.112278542633065 -0.709007726249194 -0.605932196422849 -0.688393166656183 0.543146437682796 0.0840024392879032 0.181496129870161 -0.974308392930108 -0.963725906908602 -0.946338812768817 0.0726819847212366 0.00507391066763441 -0.0155991042818065 -0.728606898085484 -0.68894193883871 -0.815320860369355 -0.0359213863494624 -0.0678575428765833 0.0819644101927151 -0.77254394878414 -0.741843404140591 -0.727853566530376 -0.0918293774478226 -0.0386105529091102 -0.0553875884762366 -0.78789006855914 -0.835745875551882 -0.804021243887097 -0.651247621788172 -0.691981736881452 -0.651247621788172 -0.691981736881452 -0.72975338447043 -0.71603799335672 -0.682235229151882 -0.718389309540591 -0.816424152365591 -0.830413003701613 -0.723739039790323 -0.633514998514247 -0.739017731129032 -0.704768554751344 -0.617841211593011 -0.688403069833065 -0.743641804419892 -0.707784399419624 -0.80111155122715 -0.737814057929301 -0.689968528405269 -0.828261666040323 -0.738210089486022 -0.768464327040323 -0.727628794612903 -0.785229417685484 -0.731583605617742 -0.754225537685484 -0.689802793787957 -0.742352592384409 -0.713823819554301 -0.721140665680511 -0.756078898051613 -0.744747975317204 -0.832601920583333 -0.839959570151075
"STANDING" 25 0.296444540555556 -0.0185557563748538 -0.111771472860819 -0.511502235371667 -0.386312179123977 -0.514564978459942 0.622159167792398 -0.0291820750564327 0.121094004417251 -0.966424080233918 -0.952926854298246 -0.937177820906433 0.0842114625552632 -0.0138044628085673 -0.0175653587786842 -0.54058527055 -0.497181241646433 -0.689653871994152 -0.0260184464475556 -0.0731794385340059 0.0801820176809942 -0.650935462787427 -0.592047577426608 -0.56903077642924 -0.0989671601935673 -0.0328341127881871 -0.0498487637547953 -0.643148509385965 -0.713415150997076 -0.663407411333041 -0.438636162622398 -0.498814382710234 -0.438636162622398 -0.498814382710234 -0.549061354481898 -0.523049467547953 -0.502444084763158 -0.568886481534503 -0.684868050327485 -0.699953278400585 -0.533950084682164 -0.422593993502339 -0.579412663576023 -0.504797630839766 -0.407991289212281 -0.520855666951725 -0.567861946534094 -0.529523019372602 -0.66758086419883 -0.553944254183918 -0.496509388168743 -0.710641104994444 -0.581718598333333 -0.620292356680702 -0.550378754331287 -0.674832144518304 -0.582484953081871 -0.616936111650292 -0.488758233609064 -0.584657129620175 -0.520911426435088 -0.53040484068424 -0.610907981244444 -0.618436837331287 -0.70626548505848 -0.714280380921053
"WALKING" 2 0.0542760813701987 -0.0346754555310596 -0.0806527865188742 -0.211911777551325 -0.0874245302760596 -0.260671149815166 0.664490440016556 -0.0214613987269536 0.0532894865886987 -0.776101138413907 -0.802592471884106 -0.754406228231788 0.142912883573179 0.00222352145023179 -0.0178371432870861 -0.371448380834603 -0.354117999286093 -0.603216079072848 0.0124534922593377 -0.120231653798113 0.125853806984967 -0.504193499543046 -0.463486474848013 -0.380480804803974 -0.0669077246521523 -0.0805581955390066 -0.103149980855225 -0.548133381819205 -0.645340754033113 -0.54924510085894 -0.0834003268789404 -0.116847095924503 -0.0834003268789404 -0.116847095924503 -0.404369359091722 -0.361606716367086 -0.251888575767947 -0.39386178720596 -0.60132103955298 -0.63063852644702 -0.261487608167219 -0.161066891899669 -0.372445520845033 -0.195191003117881 -0.112363221272185 -0.265847040499007 -0.389691038903973 -0.380538566578146 -0.564000067331126 -0.410373327415894 -0.370572208235166 -0.642006834771192 -0.419065301007616 -0.495010112934768 -0.36131127604106 -0.534501962942384 -0.454262615387748 -0.447950270887086 -0.159478208637086 -0.239965465272185 -0.341425352028477 -0.39567308105298 -0.466405191152318 -0.455066869913576 -0.625970519283113 -0.664731620811258
"WALKING" 4 0.173502575394322 -0.0226687136619713 -0.104350505758675 -0.199293249280757 -0.0588947777842271 -0.245138299032366 0.837906683914826 -0.182407677660252 -0.0446189751224353 -0.938115548044164 -0.919082416340694 -0.895828640914827 0.119918914980757 0.0377278879441956 0.0224118086872555 -0.294362868832871 -0.268448525787382 -0.554535586114826 -0.0410294727602524 -0.0738597520529022 0.0860554734908202 -0.461394782286751 -0.372038282285804 -0.311304206116088 -0.0680461426195173 -0.105750475842587 -0.0897051340226183 -0.506935466749211 -0.59000616117918 -0.502158603290347 -0.100921449477918 -0.193460862233344 -0.100921449477918 -0.193460862233344 -0.329633770627855 -0.279064061526498 -0.208861153779811 -0.344652862623975 -0.548867853435647 -0.580179225166751 -0.228818786303123 -0.107966103914511 -0.346746342451735 -0.190318969560189 -0.0962365260394322 -0.255821772349527 -0.320989904391167 -0.300350765653628 -0.514302463175079 -0.331398964192429 -0.284761763368997 -0.593971228359117 -0.381639104821136 -0.421327179041009 -0.299926246215142 -0.490906652657729 -0.354445359467508 -0.382659904295268 -0.178430389780568 -0.330573341088328 -0.257270883600315 -0.314997097983155 -0.414635595250473 -0.415613638129653 -0.579157260637224 -0.612917864123028
